Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas9016              Pavarde9016                4         1         1         3         6         7         2        10         2         2         2         7        10        10         9         9
Vardas9017              Pavarde9017                2         4        10         5         2         8         8         6         4         6         1         2         3         6         8         9
Vardas9018              Pavarde9018                10         2        10         4         2         7         7         1         9         4         8         5         8         5         2         6
Vardas9019              Pavarde9019                10         5         8         3         5         8         5         9         8         8         3         6         9         3         6         4
Vardas9020              Pavarde9020                6         3        10         5         7         1         7        10         9         7         9         6         6         5         4        10
Vardas9021              Pavarde9021                4         9         8         9         1         5         2         1         8         9         9         6         2         3         6         9
Vardas9022              Pavarde9022                4         5        10         4        10        10         2         9         6         7        10         9         6        10         2         8
Vardas9023              Pavarde9023                2         6         3         3         2         4         8         4         7         6         1         5         8         5         6         9
Vardas9024              Pavarde9024                2         6         7        10         4         2         3         5         5         2         2         1         2        10         3         1
Vardas9025              Pavarde9025                4         4         8         4         8         2         2         3         7         8         4         4         1        10         9         3
Vardas9026              Pavarde9026                6         8         8         6         4         8         8         9         4         6         1         9         2         8         2         5
Vardas9027              Pavarde9027                2         9         2         7         4         7         7        10         5         9        10         6         8         6         9         2
Vardas9028              Pavarde9028                10        10         9         4         2         6        10         7         7         7         8        10         2        10         8         2
Vardas9029              Pavarde9029                6         5         6         3        10         3         2         9         1         7        10         2         7         1         9         6
Vardas9030              Pavarde9030                2         6         7         3         7         8         2        10         6         3         1         2         3        10         6         7
Vardas9031              Pavarde9031                7         5         1         9         7        10         9         8         3         8         5         2         9        10         3         5
Vardas9032              Pavarde9032                6         2         2         4         8         1         3         1         1         9         5         8         3         9         8         9
Vardas9033              Pavarde9033                7         2         4         1         7         5         5         8         7         2         7         8         4         9        10         8
Vardas9034              Pavarde9034                7         4         2         9         1         9         6         1         4         4         6         5         8         7         7         3
Vardas9035              Pavarde9035                3         6         5         5         3         9         9         6         5         4        10         9         7         2         1         8
Vardas9036              Pavarde9036                9         9         6         2         9        10         2         2         7         9         3         8         5         7         9         5
Vardas9037              Pavarde9037                8         9         7         8         3         7         6         4         3         4         5         2         2         6         4         7
Vardas9038              Pavarde9038                2         6         5         8        10         5         8         2         2         8         5         7         9         1         9         1
Vardas9039              Pavarde9039                8         6         8         1         1        10         7         6        10         2         8         1         3         7         9         6
Vardas9040              Pavarde9040                6         1         3         2        10         7         2         6         9         1         5         9         9         9         3         7
Vardas9041              Pavarde9041                1         5         4         4         7         5         9         2         2         4         4         1         1         5         1         4
Vardas9042              Pavarde9042                9         2         3         1         1         1         5         1         1         9        10         6         8         8         8         3
Vardas9043              Pavarde9043                7         2         6         8         3         5         5         9         6         1         8         7         3         1         8         5
Vardas9044              Pavarde9044                3         5         9         3         2         3         6         3         4         9         6         2         4         8         3         1
Vardas9045              Pavarde9045                2         8         9         7         8         5         1         3         5         1         7         3         1         8         5         2
Vardas9046              Pavarde9046                4         1         7         7         5         9         8         7         5         2         4         5         9         3         2         6
Vardas9047              Pavarde9047                5         1         5         6         8         8         4         4         1         6        10         9         8        10         9        10
Vardas9048              Pavarde9048                9         8         2         6         3         1         8         8         5         8         6         2         6         6         8         7
Vardas9049              Pavarde9049                3         9         5         4         2         6        10         9         4         4         2         4         6         7         9         5
Vardas9050              Pavarde9050                1         4         3         6         7         1         5         8        10         5         7         9         3         5         9         3
Vardas9051              Pavarde9051                8         9         7         7         4         7         6         1        10         7        10         7         3         5        10         6
Vardas9052              Pavarde9052                10         9         1         4         7         4         6         6         2         7         7         8         9         6         8         8
Vardas9053              Pavarde9053                9         7         2         4         9        10         6        10         9         4         1         7         5         8         3         7
Vardas9054              Pavarde9054                7         1         1         2         8         4         9         9         6         2         3         2         1         4         1         1
Vardas9055              Pavarde9055                4         2        10         6         5         3         1        10         4         8         9         1        10         7         9         3
Vardas9056              Pavarde9056                6         5         7         5         7         3         9         3         6         6         6         4         1         6         7         6
Vardas9057              Pavarde9057                5         6         6         4         4         2         8         6         6        10         3         5         8         7         9         9
Vardas9058              Pavarde9058                3         4         9         8         7         7         1         1         5         3         4         6         5         8         3         2
Vardas9059              Pavarde9059                8         1         7         8         1         2         5         2         1        10         2         1         1         6         1         1
Vardas9060              Pavarde9060                10         3         8         3         1         9         6        10         5         1         4        10         2        10         2         6
Vardas9061              Pavarde9061                1         2         8         6         6         3         5         4         2         4         3        10         5         4         2         8
Vardas9062              Pavarde9062                2         4         8        10         5         6         9         6         3        10        10         9         2         6         3         2
Vardas9063              Pavarde9063                6         7         4         9         8         9         6        10         1         9         9         9         2         1         3        10
Vardas9064              Pavarde9064                3         5         2         6         4        10         1         9         1         3         7         1        10         8         8         5
Vardas9065              Pavarde9065                4         1         1         6         3         1         7         9         2         1         5         9         9         6         3         4
Vardas9066              Pavarde9066                6         7         3         1         8         1         3         4         9         1         3         4         4         8         2         3
Vardas9067              Pavarde9067                5        10         6         3         2         6         6         9         1         2         8         6         6         2         3         3
Vardas9068              Pavarde9068                2         4         4         1         5         3         6         8         5         9         9         4         7        10         3         9
Vardas9069              Pavarde9069                4         2         5         5         1         2         2         3         6         5         5         8         1         9         4         3
Vardas9070              Pavarde9070                3         8         6         4         5         2         5         4         2         1         8         4         3         1         6         6
Vardas9071              Pavarde9071                10         6        10         5         6         1         6         2         6         4         6         1         4         9         1         1
Vardas9072              Pavarde9072                2        10         1         3         6         1         4         2         6         9         7         5        10        10         1         8
Vardas9073              Pavarde9073                7         6         6         5         1         9        10         9         9         2         2         5         1         6         6         8
Vardas9074              Pavarde9074                6         6         4         1         6         3         6         2         8         6         3         7         7         6         5         8
Vardas9075              Pavarde9075                7         2         6        10         8         4        10        10         8         7         1         4         2         5         2         4
Vardas9076              Pavarde9076                4         4         9         8         5        10        10         2         9         9         2         2         2         9         9         7
Vardas9077              Pavarde9077                9         2         5         1         6         1         7        10         8         7         9         1         7         5         3        10
Vardas9078              Pavarde9078                1         9         7        10         1         4         5         3         5         3         1         2         8         8         9         9
Vardas9079              Pavarde9079                4         3         4         6         3         5         9         2         1         3         3         9         3         7         6         3
Vardas9080              Pavarde9080                1         8         2         3         1         8         4         9         8         2        10         2         7         7         2         3
Vardas9081              Pavarde9081                8         4         5        10         9        10         7        10         9         7        10         3         6         3         7         5
Vardas9082              Pavarde9082                3         1         3         9         7         6         2        10         4         8         6         8         6         2         2        10
Vardas9083              Pavarde9083                6         7         4         1         3         4         2         8         2         5        10         1         8         7         4         9
Vardas9084              Pavarde9084                5         4         9         4         9        10         8         4         7         3         3         2         9         6         6         4
Vardas9085              Pavarde9085                2         8         6        10         1        10         5         7         8         2         4        10         3         3         9         6
Vardas9086              Pavarde9086                7         1         1        10         3         3        10         6         9         7         8         5         8         1         8         9
Vardas9087              Pavarde9087                10         8         7         6         6         8         3        10         4         3         8         6         3         3         5         2
Vardas9088              Pavarde9088                9         7         6         5         5         1         9        10         4        10         2         8         7         7         7         6
Vardas9089              Pavarde9089                2         9         4         9         7        10         3         9         4         9         5         5         2         2         2         3
Vardas9090              Pavarde9090                7         8        10         7         9         5         5         6         1         6         9         1        10         8        10         8
Vardas9091              Pavarde9091                8         9         2         4         8         9         2         5         1         4         7         3        10         6         6         4
Vardas9092              Pavarde9092                3        10         8         6         5         5         6         6         6         3         2         7        10         3         4         8
Vardas9093              Pavarde9093                4         9         1         3         8         7         7         7         3         2         7         5         1         9         1         4
Vardas9094              Pavarde9094                7         6         9        10         4         1         9         5         7         9         1         8        10         7        10         2
Vardas9095              Pavarde9095                10         1         9         9         1         5         2         8         5         5         4         1         2         7         4         4
Vardas9096              Pavarde9096                3         4         4         1         5        10         5         8         6         1         5         3         6         2         8         7
Vardas9097              Pavarde9097                1         5         7         1         8         7        10         4         9         9        10         9         7         3         2        10
Vardas9098              Pavarde9098                6         1         6        10         4         8         6         6         5         4         6         3         7         2         7         8
Vardas9099              Pavarde9099                3         2         1         8         3         7         3         3         5         1         9         2         1         6        10         6
Vardas9100              Pavarde9100                10         3         6         6         4         2         6         1         8         1         1         8         9         1         9         7
Vardas9101              Pavarde9101                5         8         8        10         9         8         9        10         6         1         4         1         3        10         1         6
Vardas9102              Pavarde9102                2         8         9         4         3         4        10         1         1         8         5         9         4         8         6         9
Vardas9103              Pavarde9103                10         1         3         5         7         2        10         8         2         5         9         6         3         1         3         8
Vardas9104              Pavarde9104                5         1         4         8         5         6         4         1         1         3         7         7         4         4         9         8
Vardas9105              Pavarde9105                8         4         2         9         4         5         2         2        10         5         9         4         3         7        10         2
Vardas9106              Pavarde9106                5         2         8         2         4         1         7         8         8         5         4         8         1         7         7         9
Vardas9107              Pavarde9107                9        10         9         2         9         2         2         6         1         8         1         4         2         5         1         4
Vardas9108              Pavarde9108                10         8         3         3         9         7        10         8         9         3         6         5         2         7         9         7
Vardas9109              Pavarde9109                10         5         8         2         6         7         7        10         9         4        10         2        10         3         2         6
Vardas9110              Pavarde9110                9         9         4        10         2         2         4         6         9         2         8         7         3         6        10         2
Vardas9111              Pavarde9111                4         9         7        10         6         4         8         2         3         3         5         5         8         5         6         2
Vardas9112              Pavarde9112                1         1         8         6         8         4         8         7         6         4         4        10         1        10        10        10
Vardas9113              Pavarde9113                9         9         1         9         5         2         9         8        10         3         1         9         2         6         6         7
Vardas9114              Pavarde9114                10         5        10         9         2         8         1         5         4         3         5         1         9         4         1         4
Vardas9115              Pavarde9115                4         5        10         8         8         1         5         4         9        10         9         1         7         5         7         4
Vardas9116              Pavarde9116                7         9         7         5         2         5        10         5         1         1         1        10         5         7         2         5
Vardas9117              Pavarde9117                1         7         9         5         7         2         1        10         7         9         8         4         9        10         8         4
Vardas9118              Pavarde9118                10         3        10         6         6         5         1         4         9         8         3         2         4         1         1        10
Vardas9119              Pavarde9119                6         5         2         6         7         9        10         4         8         5         8         4        10         1         2         9
Vardas9120              Pavarde9120                1         6         4         6         2         6         1         4         7         4         8        10         9         4         7        10
Vardas9121              Pavarde9121                9         4         3         2         3        10         5         4         1         5         8         6         6         5         9         3
Vardas9122              Pavarde9122                6         2         1         1         8         6         2        10         7         1         8         4         7         3         7         5
Vardas9123              Pavarde9123                10         3         7         4         5         8         7         9         6         7         5        10         1         8         6         3
Vardas9124              Pavarde9124                7         7        10         3        10         4        10         7         9         1         4         7         5         8         4         9
Vardas9125              Pavarde9125                7         4         5         1         8         7         9         8         5         7         6         3        10        10         1         2
Vardas9126              Pavarde9126                10         4         1         2        10         1         6         5        10         6         6         3         5         3         7         1
Vardas9127              Pavarde9127                10         5         7         2         6        10         7         2         7        10         4         6         5         1         2         1
Vardas9128              Pavarde9128                6         2         6         6         1         1         5         6         5         1         7         9         2         7         8         2
Vardas9129              Pavarde9129                8         2         7         7        10         5         4         3         9         8         8        10         5         2         4         4
Vardas9130              Pavarde9130                1         7        10        10         1         8         3         5         1         5         3         4         4         8         2         5
Vardas9131              Pavarde9131                5         2         8        10         6         2         3         3         6         5         7         7         5         2         4         8
Vardas9132              Pavarde9132                8         5         2         7         2         8         2         1         7         1         7         2         1         3         5         4
Vardas9133              Pavarde9133                6         3         4        10         7        10         5         9         5         4         6         9         7         5         5         4
Vardas9134              Pavarde9134                10         4         6        10         2         8         1         3         3         7        10         8         9         4         7         1
Vardas9135              Pavarde9135                6         7         2         8         2         3         5         2         4         7         8         6         1         1        10        10
Vardas9136              Pavarde9136                1         2        10         5         5         4         2         3         3         1         5         3         8         7         1         6
Vardas9137              Pavarde9137                3         9         5         4         8         7         6         3         7         9         3         6         1         4         1         1
Vardas9138              Pavarde9138                7         3         7         2         7         4         4         3         9         2         1         4         2         3         2         3
Vardas9139              Pavarde9139                7         1        10         5         6         7         3         8         1         6        10         3         1         9         1         3
Vardas9140              Pavarde9140                2         9         3         4         2         3         9         5         6         9         8         9         5         2         3        10
Vardas9141              Pavarde9141                7         2         4         9         6         5         4         5         4         8         8         1         6         8         9        10
Vardas9142              Pavarde9142                10         7         5         6         8        10         1         7         4         3         5         2         6         4         5         8
Vardas9143              Pavarde9143                4         3         8         1         7         7         2         4         6         4         4        10         6         7         4         7
Vardas9144              Pavarde9144                8         6         9         4         6         1         4         9         7         6         6         6         1         8         4         8
Vardas9145              Pavarde9145                6         3         5         2         5         8         5         9         9         8         9        10         4         1         6         6
Vardas9146              Pavarde9146                10         3         5         1         4         8        10         3         7        10         4        10         1         4         6         7
Vardas9147              Pavarde9147                4         8         1         8         3         8         2         8         7         4         7         4         8         2         3         1
Vardas9148              Pavarde9148                8         2         1         8         6         4         4         5         4         7         9         2         7         6         3         1
Vardas9149              Pavarde9149                8        10         1         2         7         6         3         7         2         9         3         3         5         7         9         2
Vardas9150              Pavarde9150                8         6         7         1         4         1         5         1         5         7        10         9         1         3         2         7
Vardas9151              Pavarde9151                4         7         6         5         9         6         4        10         4         8         1         1         1         5         4         6
Vardas9152              Pavarde9152                5         1         2         3         4         9         5         7        10        10         8         2         9         8         3         3
Vardas9153              Pavarde9153                4         1         9        10         5         6         5         3         8        10         4         3         1         7         7        10
Vardas9154              Pavarde9154                10         3         1         1         4         4         3         9         8         2         7         5         7         1         2         2
Vardas9155              Pavarde9155                8        10         5         1         4         1         1         1         6         1         6         6         1         9         8         4
Vardas9156              Pavarde9156                2         5         9         3         2         7         7         1         3         7        10         5         9         6         5         7
Vardas9157              Pavarde9157                8         8         9         4         2         3        10         7         6         3         6         6         8         3         6         5
Vardas9158              Pavarde9158                10         5         6         6         7         2         7         8        10         7         5         1        10         3         4         8
Vardas9159              Pavarde9159                2         2         4         4         3         3         2         4         4         2         9         4         6         1         4         6
Vardas9160              Pavarde9160                10         9         9         9         3         1         8         5         5         5         3         7         6        10         8         2
Vardas9161              Pavarde9161                4         5         7        10        10         5         6         6        10         8        10         2         4         9         3         9
Vardas9162              Pavarde9162                6         3         7         6         9         1         5         4         4        10         6         3         5         3         7         5
Vardas9163              Pavarde9163                5         1         7        10         5         3         4         3         4         2        10         1         6         3         4         3
Vardas9164              Pavarde9164                3         2         9         4         3         1         6         6         9         3         9         4         3         2         4         4
Vardas9165              Pavarde9165                7         8         2         5         3         8         5         8         8         2         7         6         6         9         4         6
Vardas9166              Pavarde9166                9         7         6         9         2         3        10         8         5         8         3         5         2         5        10         4
Vardas9167              Pavarde9167                10         9         3         2         1         6        10         6         6         8         6         3         8         1         4         5
Vardas9168              Pavarde9168                4         2         2         6        10         5         5         8        10         7         9         3         4         2         5         1
Vardas9169              Pavarde9169                10        10         9         9        10         3         5        10         6         6         4         3         4         1         9         9
Vardas9170              Pavarde9170                6         7         2         4         2         2         9         9         3         7         6         3         1         3         9         4
Vardas9171              Pavarde9171                3         9         3         7         9         8         1         6         3         7         6         5        10         2         8         2
Vardas9172              Pavarde9172                3         8         6         7         2         6         7         1         3         9         8         3         1         5         2         8
Vardas9173              Pavarde9173                5         3         8         7         8         1         2         2         3         1         5         1         8         3         3         3
Vardas9174              Pavarde9174                2         4         3        10         9         1         8         5         2         2         8         5         8         9         6         5
Vardas9175              Pavarde9175                4         4         6         9         4         4         1         8        10         8         6         2         3         9         3         7
Vardas9176              Pavarde9176                2         5         7         7         3         4         9         8         4         6         8         8         3         7         2         4
Vardas9177              Pavarde9177                7         6         5         8         7         4         8         8         4         5        10         7         5         2         7         8
Vardas9178              Pavarde9178                1         9         7         5         1         7         9         4         5         9         1         3         4         9         6         8
Vardas9179              Pavarde9179                6         4        10        10         9         4         6         8         7         5         6         2        10         8         8        10
Vardas9180              Pavarde9180                8         5         4         1         9         4         8         8         9         5         9         6         1         6         1         5
Vardas9181              Pavarde9181                9        10         9         8         2         4         2        10         6        10         9         1         8         6         1        10
Vardas9182              Pavarde9182                9         2         4         7         9         4        10         9         6         4         7         8        10         8         9         7
Vardas9183              Pavarde9183                6         9         9         9        10         6         7         2         4         8         5         7         5         4         6         1
Vardas9184              Pavarde9184                8         2        10         8         7         9         2         7         4         8         8         4         3         7         8         1
Vardas9185              Pavarde9185                5         9         7         7         3         2         4         2         3         2         1         9         3         4        10         2
Vardas9186              Pavarde9186                9         1         2         7         9         6         6         5         6         5        10         2         8         7         5        10
Vardas9187              Pavarde9187                8         4        10         1         3         6         4         5        10         4        10         8         2         3         3         4
Vardas9188              Pavarde9188                6         4         1         8         6         5         9         1         2         1         8         9         1         5         3         5
Vardas9189              Pavarde9189                9         9         3         7         4         4        10         4         9         6         3         2         8        10         4         9
Vardas9190              Pavarde9190                7         1         1         2         3         6         2         4        10         6         6         4         1        10        10         9
Vardas9191              Pavarde9191                10         8         3         8         4         4         8         2         6         9         7         3         4         7         1         3
Vardas9192              Pavarde9192                9         2         5         4         8        10         6         5         2         3         3         5        10        10         8         8
Vardas9193              Pavarde9193                1         2         2         3         8         7         1         3         1         7         7         7         6         6         7         1
Vardas9194              Pavarde9194                8         9         6         2         8         7         4         2         8         3         3         4         9         1         4         8
Vardas9195              Pavarde9195                9         5         1         7         6         8         4         7         8         2         8         5         3         5         9         8
Vardas9196              Pavarde9196                1         3         9         6         3         9         4         8         6         3         7         4         4         5         4         4
Vardas9197              Pavarde9197                2         3         2         6         8         6         6         9         5         7         1         1         6         6         1         2
Vardas9198              Pavarde9198                7         7         1         3         5         5         5         9         8         3        10         8         8         5         5         5
Vardas9199              Pavarde9199                10         5        10         2         6         1        10         8         8         8         7         3         3        10         8         2
Vardas9200              Pavarde9200                10         3         7         6         4         8         5         6         3         9         9         9        10         8         2         3
Vardas9201              Pavarde9201                9         7         9         7         4         3         5         5         2         6        10         1        10        10         6         9
Vardas9202              Pavarde9202                8         5        10         8         8         8         3         6         9         2         9         4         8         6        10         3
Vardas9203              Pavarde9203                9         9         2         7         8         7        10         8         3         7         9         8        10         8         4         1
Vardas9204              Pavarde9204                7         3         6         6         3         9         5         6         5         9         6         7         9         3         2         8
Vardas9205              Pavarde9205                8         7         6         2         2         8         4         3        10         3         1        10         6         4         8         1
Vardas9206              Pavarde9206                5         2         6        10         4         3         2        10         4         5         1         8         9         7         9         4
Vardas9207              Pavarde9207                2        10         9         1         7         3         4         2         4         3         3         3        10         3         1         4
Vardas9208              Pavarde9208                5         7         3         6         9         4         3         2        10         4        10         6         8         1         6         1
Vardas9209              Pavarde9209                4         9         4         9         3         4         6         7         5         9         8         9         1         9         6         4
Vardas9210              Pavarde9210                7        10         6         3         3         3        10        10         7        10        10         2         5         3         1         6
Vardas9211              Pavarde9211                6        10         7         5        10         9         7         8         9         7         6         5         5        10         6         2
Vardas9212              Pavarde9212                4         5         4         6         5         3         4         4         3         9         9         4         2         5         5         5
Vardas9213              Pavarde9213                8         5         5         5        10         4         8         9         7         2         6         4         8         5         6        10
Vardas9214              Pavarde9214                4        10         8         3         1        10         7         6         2         9         6         7         9         6         4         2
Vardas9215              Pavarde9215                8         2        10         5         1         5         4         6         8         2        10         7         4         8         9         5
Vardas9216              Pavarde9216                10         7         5         9         5         6        10         3         9         6         2         4         4         2        10         1
Vardas9217              Pavarde9217                4        10         3         8         5         8         8         3         8         3         1         6         5         9         4         2
Vardas9218              Pavarde9218                4         9         1         9         1         7         3         6         2         4         5         9         1        10         6         7
Vardas9219              Pavarde9219                10         2         5         5         4         1         4         9        10        10         5         5         9         5         3         5
Vardas9220              Pavarde9220                5         7         3         7         3         6         5         4         3         1         8         7         9         6         1         2
Vardas9221              Pavarde9221                8         6         9         5         4        10         7         1        10        10         1         7         7         2         7         5
Vardas9222              Pavarde9222                9         3         6        10         8         8         1         1         7         5         3         9         4         2         5         7
Vardas9223              Pavarde9223                2         8         2         2         5         5         3         6         6         5         8         7         7         1         3         2
Vardas9224              Pavarde9224                7         5         3         8        10         1        10         6         3         5         9         7         1         9         8         9
Vardas9225              Pavarde9225                10         4         6         5         4        10         5         6         6         5         9         1        10         4         6         1
Vardas9226              Pavarde9226                9         6         9         6         7         7         7         7         2         4         6         5        10         1         1         5
Vardas9227              Pavarde9227                9         7         6         1         1         7         5         3        10         5         1         8         9         1         1         9
Vardas9228              Pavarde9228                2         8         3         7         8         4        10         8         9         3         1         2         6         1         6         5
Vardas9229              Pavarde9229                7         9         8         2         2         2         8         8         4         9         2         3         8         1         5         6
Vardas9230              Pavarde9230                2         5         8         1         9         5         6         7         2         2         3         7         1         5         2         5
Vardas9231              Pavarde9231                8         4        10         5         5         6         1         8         7         7         9        10         7        10         7         3
Vardas9232              Pavarde9232                3         4         5         1         6         4         5         7         3         7         7         7         7         5         2         3
Vardas9233              Pavarde9233                10         3         5         6         8         6         7         5         9         9         7         6        10         3         1         9
Vardas9234              Pavarde9234                9         5         5        10         1         9         4         4         6         7         8         7         8         4         3         3
Vardas9235              Pavarde9235                3         7         8         9         1         4         3         4         3        10         1         4         7        10        10        10
Vardas9236              Pavarde9236                8         3         2         4         1         1         9        10         6         3         4         3         1        10         8         3
Vardas9237              Pavarde9237                5         4         3         3         8         6         1         6         2         6         3         8         1         5         2         9
