Vardas                  Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas759               Pavarde759                 9         1         1         8        10         6         1         6         8         7         8         4         1        10         3         7
Vardas760               Pavarde760                 6         6         4         6         8         2         9         3         7         6        10         2        10         6         4         9
Vardas761               Pavarde761                 7         6        10         9         6         9         5         6         4         7         9         3         5         6         7         5
Vardas762               Pavarde762                 3         4         4         7         5         2         4        10         4         3         9         4         7         1         5         8
Vardas763               Pavarde763                 4         3         5         3         6         1         5         6         3         4         6         3         7         3         6         7
Vardas764               Pavarde764                 3         9         3         8         7         1         9         6         9         3        10        10         1         5         2         3
Vardas765               Pavarde765                 3        10         7         7         7         1         7         8         5         9        10         3         1         4         4         7
Vardas766               Pavarde766                 6         7         6         9         5         6         7        10         7         5         4         8         8         1        10         3
Vardas767               Pavarde767                 5         4         3         5         6        10         8        10        10         4         8         6         8         4         8         7
Vardas768               Pavarde768                 3        10         2         6         3         8         5         9        10         9         5         9         5         7         8         1
Vardas769               Pavarde769                 6         6         9         7         3         8         6         8        10         7        10         9         4         1        10         4
Vardas770               Pavarde770                 7         2         4         2         4         8         4         7         6         7         6         6         2         3         8         3
Vardas771               Pavarde771                 9         6         9         6         3         7         6         6         9        10         6        10         3         5         4         9
Vardas772               Pavarde772                 8         6         1         4         1         3         7         9         7         7         6        10         1         2         9         8
Vardas773               Pavarde773                 4         8         1         3         4         4         2         6         9         2         7         2         1         3         6         3
Vardas774               Pavarde774                 5         1         2         8         8         5        10         2         5        10         2         5         4         4         9         5
Vardas775               Pavarde775                 5         9         2         1         4         5         6         6        10         5         3         7        10         4         5         2
Vardas776               Pavarde776                 2         7         2         3         7         6         6         6         5         9         9         7         7         1         8         1
Vardas777               Pavarde777                 4         3        10         7         7         8         4         6         7         9         3         4         8         9         7         2
Vardas778               Pavarde778                 9         2         3        10         8         4         8        10         5         4        10         5         4         7         9        10
Vardas779               Pavarde779                 3         4         3         5         3         8         5         1        10         9         1         4         7         6        10         6
Vardas780               Pavarde780                 4         9         4         5         9        10         5         4         9         9         4         2         5         9         3         4
Vardas781               Pavarde781                 6         1         5         1         7         5         9         2         1         3         9         1         9         5         2         9
Vardas782               Pavarde782                 2         8         7         3         1         3         6         3         9         4         7         9         7         4         2         4
Vardas783               Pavarde783                 3         8         9         4         5         3         8        10         2         6         8         8         3         6         2         4
Vardas784               Pavarde784                 1         1         1         8         2         3         4         6         7        10         4         4         2         2         8         9
Vardas785               Pavarde785                 9         1         1         7         6         3         9         5         7         9         5         5         3         9         5         3
Vardas786               Pavarde786                 10         8         4         1         9         2         8         9         1         5         8        10         1         9         8         4
Vardas787               Pavarde787                 2         7         4         2         7         2         2         3         2         7         2         3         6         6         4         8
Vardas788               Pavarde788                 1        10         4         9         4        10         1         9         9         9         2         8        10         7         2         1
Vardas789               Pavarde789                 7         1         8         8         6         8         2         7         3        10         1         9         3         9         6         3
Vardas790               Pavarde790                 7         2         5         6         6         9        10         9         3         5         1         2         2         9         3         2
Vardas791               Pavarde791                 5         6         4         4         1         1         6        10        10         4         7         5         4         7         5         5
Vardas792               Pavarde792                 10         4         4         1         1         8         5         7         5         6         4         4         8         8         8         7
Vardas793               Pavarde793                 6         4         3         4         2         1         8         5         5         5        10         6         3         3         9         7
Vardas794               Pavarde794                 8         2         5         3        10        10         9         7        10         8         2         3        10         2        10         2
Vardas795               Pavarde795                 6         3         4         5         5         6         2         2         7         2         9         1         5         9         5        10
Vardas796               Pavarde796                 8         4        10         4         9         9         1         3         8         5         4         2         3         5         4         3
Vardas797               Pavarde797                 10         3         4         4         5         5         5         5        10         4         1         6         5         7         7         1
Vardas798               Pavarde798                 7         7         5         6         7         5         6         9         2        10         1         1         7         9         1         3
Vardas799               Pavarde799                 3         4         8         1         1         7         3         2        10         2         9         4         9        10         2        10
Vardas800               Pavarde800                 7         3         7         3         4         3         7         7         7         1         7         9         6         1         4         1
Vardas801               Pavarde801                 9         1         7         3         7         6         1         5         3         6         6         9         8        10         1         9
Vardas802               Pavarde802                 1         8         1        10         9         5         9         7         4         2         1         7         5         9         3         4
Vardas803               Pavarde803                 3         6         1         5         8         2         8         4         9         5        10        10         2         3         7         8
Vardas804               Pavarde804                 1         2         4         1         4         3         5         9         2         7         6         2        10         5         7         2
Vardas805               Pavarde805                 1         9         9         9         2         4         7         7         6         1         4         2         5         8         5         1
Vardas806               Pavarde806                 3         5         5         4         3         2         3         5         9         1         1        10         9         8         7         6
Vardas807               Pavarde807                 1         8         1         3         1         4         1         4         4         6         4         5         5         5        10         5
Vardas808               Pavarde808                 3        10         4        10         2         6         8         2         6         5         7         5        10         4         6         6
Vardas809               Pavarde809                 5         2         1         8         1         6         1         3         8         7         5         2         4         2         7         5
Vardas810               Pavarde810                 9        10         3         6         7         8         5         1         8         1         5         9         5         8         5         5
Vardas811               Pavarde811                 3         2         8         1         2         9         2         9         2         4         7         6         4         8         2         1
Vardas812               Pavarde812                 1        10         3        10         9         6         7         9         7         9         2        10         7        10         9        10
Vardas813               Pavarde813                 7         2         5         1         1         7         3         5         4         9         3         7         6         7         4         1
Vardas814               Pavarde814                 1        10         8         8         5         2         6         4         8         5         6         4        10         6         3         5
Vardas815               Pavarde815                 5         8         2         2         8         9         4         2         6         4         2         7        10        10         8         9
Vardas816               Pavarde816                 3         6         9         1         7         1         6         9         5         6         8         8         1         3        10         1
Vardas817               Pavarde817                 2         6         5         2         8         5         2         6         2         2         3         8         5         1         3         4
Vardas818               Pavarde818                 10         9         3         2        10         1         7        10         8        10         5         3         4         3         3         2
Vardas819               Pavarde819                 4         3         3         1         4         1         8         9         2         4         9         4         6         6         4         8
Vardas820               Pavarde820                 8         1         1         8         8         5         7         4         3         5         8        10        10         7         8         7
Vardas821               Pavarde821                 2         5         4         9        10         4         5        10         6         8         4         9         7        10         2         5
Vardas822               Pavarde822                 4         6         2         8         5         1         9         2         5        10         4         7         1         3        10         9
Vardas823               Pavarde823                 7         2         1         4         6         8         2         4        10         2         5         3         6         3         4         8
Vardas824               Pavarde824                 9         5        10        10         1         5         7         8         8         2         6        10         5         3         6         2
Vardas825               Pavarde825                 9         7         1         4         8         7         4        10         1         6         8        10         7         4        10        10
Vardas826               Pavarde826                 3         2        10        10         6         4        10         7         7         3         3         4        10        10         7         3
Vardas827               Pavarde827                 6         2         7         7         8         4         4         6         9         7         9         8         4         9         1         1
Vardas828               Pavarde828                 8         7         4         9        10         6         3         7         5         9         8         6         9        10        10         7
Vardas829               Pavarde829                 1         2         4         7         5         7         5         6         1         6         1         1         6         8         9         4
Vardas830               Pavarde830                 9         7         9         2         4         5         3         3        10         1         6         3         6         9         6         4
Vardas831               Pavarde831                 1         8         1         3         4         6        10         6         2         3         9         7         2         6         4         8
Vardas832               Pavarde832                 9         1         1         4         6         5         1        10         2         1         7         7         4         2         6         9
Vardas833               Pavarde833                 6         9         9         2         1         2         1         2         4         6         1         6        10         5         3         5
Vardas834               Pavarde834                 6         9         3         9         7         7         4         2         5         7         4         4        10         2         4         5
Vardas835               Pavarde835                 7         3         2         7         3         7         7         2         1         9         3         5         5         7         3         1
Vardas836               Pavarde836                 3         9         6         7         8         4         3         2         9         1         8         8         4        10         3         2
Vardas837               Pavarde837                 4         6         5         2         4         8         7         4        10         1         2         7         5         5         4         1
Vardas838               Pavarde838                 2         3         8         2         5         2        10         1         1         2        10         7         2         5         8         8
Vardas839               Pavarde839                 1         4         9         6         8         1         2         6         2         2         8         5         4         7         6         8
Vardas840               Pavarde840                 3         6         3         2        10         3         2         7         6         3         5         3         8         2         4         4
Vardas841               Pavarde841                 2         3         9         7         1         4         7        10         9         4        10         7         8         3        10         3
Vardas842               Pavarde842                 2         4         6         7         5         5         5         8         2         4         4        10         8        10         8         1
Vardas843               Pavarde843                 7         7         4         9         1        10        10         9        10        10         4         5         8        10         6         3
Vardas844               Pavarde844                 9         5         3         7         2         5         1         7         6         9         4         2         7         2         7         4
Vardas845               Pavarde845                 8        10         9         2         1         3         4         6         5        10        10        10         2         2         9         6
Vardas846               Pavarde846                 6         8         9         4         8         6         3         6         8         8         9         5         6         3         4         9
Vardas847               Pavarde847                 1         1         5         1         3         4         7        10         6         9         9         9         1         4         9         4
Vardas848               Pavarde848                 8         7         9         4         7         8         4         3         8         4         6         2         7         3         4         9
Vardas849               Pavarde849                 5         5         1         8        10         7         2         3         1         6         8        10         9        10        10        10
Vardas850               Pavarde850                 7         3         4         4         1         1         2        10         6         1         8         6         1         6        10         5
Vardas851               Pavarde851                 2         8         6         7         7         4         3         9        10         6         1         6         3        10         8         5
Vardas852               Pavarde852                 6         6         9         5         6         7         1         6         2         1        10        10         2         4         6         3
Vardas853               Pavarde853                 7         8         2         9         4         8         7         3         3         3        10         8         5         5         7         3
Vardas854               Pavarde854                 10         8         3         2         4         3         4         9         6         7         1         8         4         4         1         4
Vardas855               Pavarde855                 5         2         2         9         7         5         1         8         8         9         6         6         5         7        10         3
Vardas856               Pavarde856                 3         4         7         1         9         7         7        10         9         4         6        10         7         8         4         6
Vardas857               Pavarde857                 4         8         5         3         4         9        10         3        10        10         3         9         8         7         8         6
Vardas858               Pavarde858                 9         6        10        10         5         3         9         4         5         6         2         7         7        10         8        10
Vardas859               Pavarde859                 4         2         8         8         7         1         9         4         3         9         6        10         3         7         6         2
Vardas860               Pavarde860                 4         3         4         2         8         2         2         2         9         5        10         2         4         4        10         5
Vardas861               Pavarde861                 5         3        10         9         7         1        10         9         7         9         8         3        10         9         2         2
Vardas862               Pavarde862                 10         5         8         2         6         7        10         6         2         8         9         4         3         8         5         7
Vardas863               Pavarde863                 9         1         9        10         5         9         4         2         4         5         6         9         6         6         5         3
Vardas864               Pavarde864                 8        10         9         1         7        10         5         8         4         1         7         1         4         5         2         6
Vardas865               Pavarde865                 9         4        10         5         1         4         5         1         2         5         7         9         9         4         4         5
Vardas866               Pavarde866                 8         7         4         3         2         7         1        10         3         6         9         5         2        10         9         1
Vardas867               Pavarde867                 1         9         9         1         4         2         3         6         7         2         6         3         1         1        10         4
Vardas868               Pavarde868                 3         4         4         6         3         7         1         6         3         1         2         6         4         2         5         7
Vardas869               Pavarde869                 3         8         9         5        10         4         5         6         1         2        10         1         4         5         4         9
Vardas870               Pavarde870                 7         1         8         8         4         8         6         6         6         1         9         6         8         5         9         9
Vardas871               Pavarde871                 3        10         6         4         3         2        10         2         3         3         3         4         8         5         6        10
Vardas872               Pavarde872                 1         1         3         1         1         8        10         9         7         1         7         9         4         5         8         6
Vardas873               Pavarde873                 7         5         9         1         7        10         9         1        10         8         6         1         3        10         7         7
Vardas874               Pavarde874                 1        10         7         5        10         9         6         2        10         1         5         9         1         1         1        10
Vardas875               Pavarde875                 3         5         1         6         2         5         5         7         2         7         6         1         5         4         3         8
Vardas876               Pavarde876                 8        10         5         9        10         8        10        10         9         5         8         2         4         9         1         7
Vardas877               Pavarde877                 9         7         1         7         7         5         4         5         8         6        10         6        10         9         9         2
Vardas878               Pavarde878                 10         2         1         4        10         9         2         1         4         1         6         8         5         7         5         2
Vardas879               Pavarde879                 3         5         2         9         2         9         2         6         4         1         1         4         8         2         5         9
Vardas880               Pavarde880                 4         7         1         7         2         6         6         7         3         6        10         8         3        10         6        10
Vardas881               Pavarde881                 9         8         8         1         8         1         3         4         8         9         6         5         4         1        10         6
Vardas882               Pavarde882                 10         7         6         4         1         5         2         7         4        10         7         9         2         2         8        10
Vardas883               Pavarde883                 6        10         2         1         2         3         8         1         4         1         8         6         8         6         9         8
Vardas884               Pavarde884                 1         4         3        10         9         2         9         6         7         7         6         8         2         6         4        10
Vardas885               Pavarde885                 2         1         6         2         6        10         1         6         2         5         3         5         6         8         6         5
Vardas886               Pavarde886                 7         8         6         1         6         4         7         3         8         8         6         5         3         4         2         8
Vardas887               Pavarde887                 1         6         7         7        10         4         2         8         7         7         6         4         4         1         3         2
Vardas888               Pavarde888                 2         5         1         4         4         8         4         5         5         2        10         4         9         2         6         8
Vardas889               Pavarde889                 1         5         1         6         2         3         1         1         3         7         3         2        10         3         5         2
Vardas890               Pavarde890                 4         1         5         8         7         9         8         6         7         9         7         2        10         3         3        10
Vardas891               Pavarde891                 2        10         2         8         2         6         7         6         7         4         2         1         1         9        10         3
Vardas892               Pavarde892                 9         8         8         5         5         5         2         6         2         5        10         8         4         3         2         6
Vardas893               Pavarde893                 2         7         2        10         1         5         8         6        10         9         4         8        10         8         3        10
Vardas894               Pavarde894                 5         3         5         2         1         2         5         6         5         1         2         3         8         8         1         2
Vardas895               Pavarde895                 5         9         4         4         2         6         1         8         6        10         4        10         1         8         7         2
Vardas896               Pavarde896                 4         5         4         1         7         1         8         1         7         7         5         1         8         9         5         4
Vardas897               Pavarde897                 6         7         8         3         1         2         6         6         5         7         1         7         5         7         7         9
Vardas898               Pavarde898                 9         9         3         1         2         8         8         9         2         7         2         2         3         6        10         6
Vardas899               Pavarde899                 7         9         4         6         5         4         2         8         3         2        10         6         8         1         6         2
Vardas900               Pavarde900                 2         9         2         7         9         1         3         3        10         5         4         6         8         5         3         9
Vardas901               Pavarde901                 8         7         1         1         2         2         8         3        10         4         9        10         8         4         5        10
Vardas902               Pavarde902                 7         2         7         1        10         9         7        10         8         6        10         5         3         7         6         2
Vardas903               Pavarde903                 5         4         1         2         8        10         5         2         9         7         8         4         5         7         5         9
Vardas904               Pavarde904                 2        10         3        10         3         2         9        10         2         1         9         5         4         5        10        10
Vardas905               Pavarde905                 10        10         7         2         9         6        10         2         9         1         5         4         7         7         5         7
Vardas906               Pavarde906                 7         1         7         7         3         7         3         1         7         2         8         6         7         1        10         7
Vardas907               Pavarde907                 3         7         6         4         5         2         8         7         8         5         9         2         6         6         7         7
Vardas908               Pavarde908                 8         6         4         4         9         6         2         6         3         9         6         6         8         5         5         9
Vardas909               Pavarde909                 8         2         5         5         1         2         4         2         1         5         3         9         6         2         2         2
Vardas910               Pavarde910                 9         7         4         4         1         7         7         6         7         4         7         5         8         5         4         3
Vardas911               Pavarde911                 9         9         7         9         1        10         6         6         6         8         6         2         4         9         5         6
Vardas912               Pavarde912                 2         6         4        10         4         3         3         4         3         2         6         8         7         7         1         8
Vardas913               Pavarde913                 2         6         8         4         4         7         5         9         9         3         1         9         2        10         7         2
Vardas914               Pavarde914                 4         1         3        10         4         2         7         3         1         5        10         4         7         9         7         8
Vardas915               Pavarde915                 6        10         9         2         1         6         6         5         6         1         2         3         1         4         5         9
Vardas916               Pavarde916                 7         7         6         8         1         6         3         1         5         3         8         6         4         1         4        10
Vardas917               Pavarde917                 1         7         1         9         8        10         8         1         6         2         1         7        10         5         2         4
Vardas918               Pavarde918                 3         3         4         5         9         6         6        10         2         3         7        10        10         2         7         3
Vardas919               Pavarde919                 5         5         7         7         9         5         4        10         3         2         1         9         2         3         3         3
Vardas920               Pavarde920                 6         5         9         8         8         3         8         3         8         6         4         4         3         9         2         5
Vardas921               Pavarde921                 2         9         3         8        10         1         5         8        10         5         2         8         6        10        10        10
Vardas922               Pavarde922                 2         3         6         8         4         9         2         7        10        10        10         1         1         1        10         7
Vardas923               Pavarde923                 8        10         3         8         3         9         8         4         9         6         5         5        10         5         2         5
Vardas924               Pavarde924                 7         1         7         6         3         8        10         8         3         5         8         4         8         2        10        10
Vardas925               Pavarde925                 5         6         1         7         7         8        10         7         5         8         9        10         7         6         1         4
Vardas926               Pavarde926                 3         2         8         6         1         8         9         1         3         8         3         2        10         5        10         8
Vardas927               Pavarde927                 1         3         5         4         7         7         4         5        10         6         9         8         6         1         8         7
Vardas928               Pavarde928                 9        10         8         8         9         7        10         1         8         5         3         1         6        10         3         4
Vardas929               Pavarde929                 9        10         2         4         5         8        10         3         6         6         6         2         7         7         9         9
Vardas930               Pavarde930                 6         9         7         1         7         4         5         4         8         8         7         6         6         7         7         1
Vardas931               Pavarde931                 3         1         8         4         4         9         9         8         3         1         5         4         7         1         6         9
Vardas932               Pavarde932                 8         2         7         8         6         6         3         9         5         5         8         2         7         5         7         7
Vardas933               Pavarde933                 1        10         4         6         6         4         8         8         7         9         9        10         2         3         9         8
Vardas934               Pavarde934                 2         6         6         7         3         3         8         3         3         1         3         7        10         2         9         8
Vardas935               Pavarde935                 10         9         4         8         3         3         8         6         7         6         6         5         4         3         9         6
Vardas936               Pavarde936                 2         5         1         5         8         1         1         8         6         3         3        10         2        10        10         5
Vardas937               Pavarde937                 1         7         4         9         5        10         8         5         7         9         7         6         9         8         8         5
Vardas938               Pavarde938                 8         3         8         7         3         4         2         7         9         7         3         9         4         1         7         5
Vardas939               Pavarde939                 5         5         1         8         7         3        10         7         1         4         5        10         3        10        10        10
Vardas940               Pavarde940                 8         5         6         5         5         7         6         7        10         9         6         8         2         6         7         9
Vardas941               Pavarde941                 5         3        10         4         9         6         3         7         4         7         1         6         5         7         1         4
Vardas942               Pavarde942                 7         9         9         6         1         3         6         6         1         9         2         6         5         8         3        10
Vardas943               Pavarde943                 9         5         7         2         2         1         9         3         4         6         6         4         3         1        10         4
Vardas944               Pavarde944                 5         1         8         3         7        10         3         8         8        10         8         9         1         1         3        10
Vardas945               Pavarde945                 7         9        10         8         8         2         5         8         2         8         9         6        10         9         8         6
Vardas946               Pavarde946                 5         7        10         6         4         2         8         8         7         6         7         7         7         7         6         9
Vardas947               Pavarde947                 2         6         8        10         2         3         3         3         5         2         9         1         1         6         8         6
Vardas948               Pavarde948                 8         4         4         3         8         7         5         3        10         9         6        10         3         2         6        10
Vardas949               Pavarde949                 10         2         1         3         8         6         4         8         1         6         6         8         8        10         5         8
Vardas950               Pavarde950                 6         7         5         3         3         6         3         4         5        10         2         9        10         5         2         6
Vardas951               Pavarde951                 4         5         8         2         4         4         9         8         7         8         3         9         7         5         1         8
Vardas952               Pavarde952                 4         4        10         7         9         1        10         3         7         6         2         9         6         5         8         1
Vardas953               Pavarde953                 5        10        10         3         8         4         9         1         1         8         8         7         6         1        10        10
Vardas954               Pavarde954                 9         7         1         8         2         6         7         9         6         1         1         2        10         3         1        10
Vardas955               Pavarde955                 10         9         8         9        10         8         3         8         2         3         7         1         7         9         3         4
Vardas956               Pavarde956                 4         8         3         6         9        10         6         9         9         9         4         2         2         6        10        10
Vardas957               Pavarde957                 10         5         5         2         3         2         9        10         8         6         1         3         9         3        10         6
Vardas958               Pavarde958                 2        10         6         8         6         7         4         7         3         1         2         9         1         7         1         7
Vardas959               Pavarde959                 7         3         2         9         9         9         2         3         6         3         5         3         4         7        10        10
Vardas960               Pavarde960                 1         8         6         9        10         8         4         6         6         9         1         6         7         3         5         1
Vardas961               Pavarde961                 8         4         4         9         3         9        10         8         1         8        10         2         6        10         4         2
Vardas962               Pavarde962                 4         2        10         5         7        10         2         2         8         1         2         3         7         7        10         1
Vardas963               Pavarde963                 1         6         7         4         3         2         1         6         6         9         9         5        10         9         5        10
Vardas964               Pavarde964                 5         4         1         1         6         4         7        10         1         9         4        10         3         8         9         3
Vardas965               Pavarde965                 9         9         2         9         4        10         6         7         2         5         2         5         4         4         4         8
Vardas966               Pavarde966                 10         2         2         1         1         2         1         6         7         4         6         8         7        10        10         1
Vardas967               Pavarde967                 8         1         8         3         8         4         8         4         9         2         5         5         9         3         4         1
Vardas968               Pavarde968                 3         3         8        10         6         8         7         5         1         5         1         6         7         1         8         3
Vardas969               Pavarde969                 9         4         2         5         7         3         2         2         6         6        10         7         2         9         2        10
Vardas970               Pavarde970                 4         1         9         1         4         2         3         8         9         6         2        10         5         8         2         4
Vardas971               Pavarde971                 3         8         9         7         2         3         9         5         7         4         4         5         5         6        10         9
Vardas972               Pavarde972                 1         6         8         8         2         2         6         1         1         7        10         4         2         7         9         7
Vardas973               Pavarde973                 2         5         6         7         5         4         9         2         8         4         2         8         3         8         3         8
Vardas974               Pavarde974                 10         7         4         9         2         6         7         7         1         4         9         3         4         6         2         2
Vardas975               Pavarde975                 3         2         6         4         7        10         2         5         9         7         9         7         8         1        10         3
Vardas976               Pavarde976                 7         6         4         5         9         8         1         5         7         4         4         1         4         6         7         5
Vardas977               Pavarde977                 10         4         4         9        10         2         8         1         6         3         2         5         3        10         6         1
Vardas978               Pavarde978                 5         4         9        10         9         7         5         2         3         3        10        10         2         9         5         4
Vardas979               Pavarde979                 3         1         1         4         7         6         2         3         3         6         5         8         8         2         6         2
Vardas980               Pavarde980                 2         3         6         6         2         2        10         2         1         5        10         4         5         6         8         1
